AA00001,"データを読み込んでから実施してください。"
KQ20229,"既に注文書が発行されている明細は修正できません。"
KQ20230,"出荷倉庫コードが販売管理用の工場コードで登録されていません。"
KQ20231,"注文書発行は更新後行ってください。"
KQ20232,"出荷予定日時が未入力です。"
KQ20233,"手配着手日・製造着手日の大小関係が不正です。"
KQ20234,"手配着手日・製造納期の大小関係が不正です。"
KQ20235,"手配着手日・出荷予定日の大小関係が不正です。"
KQ20236,"手配着手日・指定納期の大小関係が不正です。"
KQ20237,"製造着手日・製造納期の大小関係が不正です。"
KQ20238,"製造着手日・出荷予定日の大小関係が不正です。"
KQ20239,"製造着手日・指定納期の大小関係が不正です。"
KQ20240,"製造納期・出荷予定日の大小関係が不正です。"
KQ20241,"製造納期・指定納期の大小関係が不正です。"
KQ20242,"出荷伝票発行は更新後行ってください。"
KQ20243,"仕入直送の明細がないので出荷伝票発行はできません。"
KQ20244,"直送が選択されましたが、製品構成が存在します。登録前にデータ整合性を確認下さい。"
KU20146,"受注番号又は注文番号を指定してください。"
AE21806,"直送品は仕入直送実績入力より登録を行ってください。"
AF00174,"入庫処理でエラーが発生しました。"
AF00175,"出庫処理でエラーが発生しました。"
AF00176,"出庫先品目番号は品目番号とは異なる値を設定して下さい。"
BB00060,"売掛計上処理を開始しました。"
BB00061,"売掛計上処理を終了しました。"
BB00062,"入金計上処理を開始しました。"
BB00063,"入金計上処理を終了しました。"
BC00023,"請求締め処理を開始しました。"
BC00024,"請求締め処理を終了しました。"
AH00049,"在庫ロット番号が存在しなかったので、新規採番しました。"
AH00050,"臨時棚卸の場合、棚卸品目と棚卸保管区データが存在しません。"
AE00198,"計算した発注予定日がカレンダ範囲外になります。"
AH00051,"棚卸更新が実行中なので、承認取消ができません。"
AH00052,"定期棚卸が棚卸実施前です。"
AH00053,"定期棚卸が棚卸期間中です。"
AH00054,"定期棚卸が棚卸更新済です。"
AH00055,"循環棚卸が棚卸実施前です。"
AH00056,"循環棚卸が棚卸期間中です。"
AH00057,"循環棚卸が棚卸更新済です。"
AH00058,"臨時棚卸が棚卸実施前です。"
AH00059,"臨時棚卸が棚卸期間中です。"
AH00060,"臨時棚卸が棚卸更新済です。"
KF20051,"転送指示日に未来日は指定できません。"
KF20052,"転送数量にゼロ以下は指定できません。"
KU20147,"該当データは入庫処理が行われているため取消できません。"
KQ20247,"納入先コードに自社得意先コードは指定できません。"
KQ20248,"得意先コードに自社得意先コードは指定できません。"
KQ20249,"請求先コードに自社得意先コードは指定できません。"
AZ00076,"得意先組合承認"
KR00033,"Ai連携インタフェース済ですので、承認取消できません。"
KQ20246,"承認の場合、自動計上区分が0:無し以外使用できません。"
KU20148,"売上実績が出荷検収待ちのため返品できません。"
KU20149,"売上実績が未承認の明細が存在するため返品できません。"
KQ20250,"稼働日計算でエラーが発生しました。"
KQ20254,"手配着手日が非稼働日です。"
KQ20255,"製造着手日が非稼働日です。"
KQ20256,"製造納期が非稼働日です。"
KQ20257,"手配着手日、製造着手日、製造納期の計算に失敗しました。"
KQ20258,"引当されている受注明細が存在するため、この画面では変更できません。"
KQ20259,"仕入直送の受注明細が存在するため、この画面では変更できません。"
KU20150,"返品実績が存在するため取消できません。"
KU20151,"返品実績が存在するため更新/取消できません。"
KU20152,"出荷実績数が0の場合は受注明細を削除してください。"
KU20153,"出荷期限切れのロットが引当されています。(品目番号:{0} ロットNo:{1})"
KU20154,"出荷期限チェックに失敗しました。"
KU20155,"指定されたロット番号が存在しません。"
KU20156,"出荷期限切れのロットを出荷しました。(品目番号:{0} ロットNo:{1})"
KU20157,"出荷期限切れのロットが指定されました。(品目番号:{0} ロットNo:{1})"
KU20158,"未承認の売上実績が存在するため取消できません。"
KU20159,"未承認の売上実績が存在するため修正できません。"
KR20024,"売上金額が有効桁数(整数部14桁:小数部4桁)を越えています。"
KA00131,"ヘッダーレコードの承認をする前に、先に明細レコードの承認をしてください。"
KA00132,"明細レコードの依頼削除をする前に、先にヘッダーレコードの依頼削除をしてください。"
KA00133,"明細レコードの承認をする前に、先にヘッダーレコードの承認をしてください。"
KA00134,"ヘッダーレコードの依頼削除をする前に、先に明細レコードの依頼削除をしてください。"
KA20045,"入力された在庫状態がマスタに存在しません。"
KA20046,"出荷区分が出荷可/マニュアル出荷可となる在庫状態を指定してください。"
KA20048,"得意先が自社得意先の場合、得意先フラグは[0:得意先でない]にしないで下さい。"
KA20049,"得意先が自社得意先の場合、納入先フラグは[0:納入先でない]にしないで下さい。"
KA20050,"得意先が自社得意先の場合、請求先フラグは[0:請求先でない]にしないで下さい。"
KQ20260,"注文書取消書が発行された注文書が含まれるため帳票発行処理は行えません。"
KQ20261,"注文書取消書が発行された明細が含まれています。(受注行番号：{0})"
KQ20262,"注文書取消書が発行された明細は削除のみ可能です。"
KQ20263,"出荷予定日時が受注日より未来です。"
KQ20264,"出荷予定日時が受注日より過去日です。"
KQ20265,"出荷予定日時が転送指示日より未来です。"
KQ20266,"出荷予定日時が転送指示日より過去日です。"
KQ20267,"出荷予定日時が出荷倉庫の業務運用日より過去日です。"
KQ20268,"納入予定日時が入荷倉庫の業務運用日より過去日です。"
KQ20269,"納入予定日時が受注日より未来です。"
KQ20270,"納入予定日時が受注日より過去日です。"
KQ20271,"納入予定日時が転送指示日より未来です。"
KQ20272,"納入予定日時が転送指示日より過去日です。"
KQ20273,"指定納期が受注日より未来です。"
KQ20274,"指定納期が受注日より過去日です。"
KQ20275,"指定納期が転送指示日より未来です。"
KQ20276,"指定納期が転送指示日より過去日です。"
KQ20277,"セット開始日時が受注日より過去日です。"
KQ20278,"セット開始日時が転送指示日より過去日です。"
KQ20279,"セット開始日時が受注日当日です。"
KQ20280,"セット開始日時が転送指示日当日です。"
KQ20281,"承認依頼中の受注情報のため、注文書発行処理は行えません。"
KQ20282,"承認依頼中の受注情報が含まれています。"
KQ20283,"指定納期に間に合う出荷便を検索した結果、出荷予定日時が変更されました。"
KQ20284,"出荷倉庫管理情報が取得できませんでした。"
KQ20285,"指定された運送便は取得された納入予定便の運送便でないため変更されました。"
KQ20145,"指定納期・出荷予定日時のうち、どちらか一方は必須項目です。"
KQ20251,"手配着手日が受注日より過去日です。"
KQ20252,"製造着手日が受注日より過去日です。"
KQ20253,"製造納期が受注日より過去日です。"
KU20160,"注文書取消書が発行された注文書が含まれるため登録処理は行えません。"
KU20161,"0完了更新/実績計上された明細が含まれるため注文書取消書は発行できません。"
KU20162,"0完了更新を行うと注文書取消書は発行できません。処理を続行しますか？"
KU20163,"未承認の売上実績が存在するため更新/取消できません。"
KU20164,"承認依頼中の受注情報が含まれています。"
AE22070,"賞味期限の設定が、在庫引当情報の払出予定日より古くなる為更新できません。"
AF20011,"振替先ロットは受注引当されています。賞味期限切れとなる為、振替処理できません。"
BA00101,"同一の締日情報が締日1～6に存在しています。"
AD00227,"作業実績の品目なので、作業区コードが入力できません。"
AA02015,"指定したユーザコードは得意先支店マスタの自社担当者コードに設定されています。"
AA20062,"引当優先順位が重複しています。"
AA23011,"パターン別製品構成トランザクションの登録に失敗しました。"
KQ10133,"出荷時間カレンダテーブルの作成に失敗しました。"
KU10109,"納品場所マスタで次便ずらしを行う設定してください。"
KU10110,"出荷時間管理マスタを設定してください。"
KU10111,"出荷実績数量が０だから登録されなかった。"
KU10112,"ロット別品目在庫数を超えて出荷しようとしています。"
AF00177,"この作業指示は他の工場のデータなので作成できません。"
AA00215,"{0}が有効桁数(整数部14桁:小数部4桁)を越えています。"
AE21619,"支給品目に対する出庫実績明細の出庫実績数量が不足しています。"
AE21620,"実績数がオーダー数より大きい為、支給品の使用予定数が引当不足しています。"
KQ00337,"製番納期が業務運用日より過去日です。"
AN06010,"表示説明が未入力であるので、全角スペースとしますが、よろしいですか?"
AN06011,"値が重複しています(値)。行NO1= {0} 行NO2= {1}"
AN06012,"値が重複しています(表示説明)。行NO1= {0} 行NO2= {1}"
KU00111,"出荷指示バッチ処理を異常終了しました。"
AA00216,"内作品目に無償受給品が設定されました。"
AA01601,"親品目番号が設定されていません。"
AA34001,"全て非稼動にすることはできません。"
AA34002,"非稼動の場合、集約ポイントは設定できません。"
AA34003,"標準シフトに存在するので削除できません。"
AA34004,"特定シフトに存在するので削除できません。"
AA34005,"シフト情報が既に登録されています。"
AA34006,"シフト情報は存在しません。"
AA34007,"指定した工場は未登録です。"
AA34008,"払出元保管区または共通保管区に登録済みの保管区は、所要量計算対象外にできません。"
AA34009,"払出元保管区または共通保管区に登録済みの保管区には、倉庫を指定してください。"
AA34010,"品目別払出元保管区が存在するので削除できません。"
AA34011,"品目別共通保管区が存在するので削除できません。"
AA34013,"会社コードが会社マスタに登録されていません。"
AA34014,"開始時刻の時刻は3桁もしくは4桁の数値を指定してください。"
AA34015,"開始時刻が不正です。"
AA34016,"シフト分割数の値が不正です。"
AA34017,"親品目が製番品目の場合、展開区分に2：払出先別管理部品は指定できません。"
AA34018,"親品目が製番品目の場合、展開区分に6：展開パターン判定は指定できません。"
AA34019,"親品目と子品目の工場が違う場合、バイパス部品は使用できません。"
AA34020,"親品目と子品目の工場が違う場合、擬似品目は使用できません。"
AA34021,"展開パターンが存在しません。"
AA34022,"代表作業区分が2：物流の場合、作業実績区分に1:出来高実績は指定できません。"
AA34023,"グロス期間加算日数には-1以上の数値を設定してください。"
AA34024,"整合性制約違反：手配先情報が存在するので削除できません。"
AA34025,"整数管理品のときは、最大まとめ数量に０より大きい値を設定してください。"
AA34026,"カレンダ番号がカレンダ週開始曜日情報に存在します。"
AA34027,"カレンダ番号が標準シフトに存在します。"
AA34028,"{0}がシフト情報に存在しません。"
AA34029,"カレンダ番号がカレンダ週開始曜日情報に存在しません。"
AA34030,"カレンダ番号が標準シフトに存在しません。"
AA34031,"工場別品目に設定されているため削除できません。"
AA34032,"手配先情報に設定されているため削除できません。"
AA34033,"品目手配区分,代表内外作区分,棚卸区分,品目仕損率が変更されます。よろしいですか？"
AA34035,"特定シフトがシフト情報に存在しません｡"
AA34036,"販売単価マスタが存在するので削除できません。"
AA34037,"指定した品目の品目手配区分が不正です。"
AA34038,"指定した保管区は品目別入庫先保管区に登録されています。"
AA34039,"指定した保管区は品目別保管先優先順位に登録されています。"
AA34040,"指定した保管区は品目別払出元保管区に登録されています。"
AA34041,"保管区別品目在庫が存在する為、変更できません。"
AA34042,"共通保管区コードの変更が破棄されますがよろしいですか？"
AA34043,"指定した保管区は品目別共通保管区に登録されています。"
AA34044,"指定した払出先コードは、既に品目別払出元保管区に存在します。"
AA34045,"エントリーリードタイムには、-99以上の数値を入力してください。"
AA34046,"エントリーリードタイム（時間）には、-9999以上の数値を入力してください。"
AA34047,"品目番号が工場別品目に存在しません。"
AA34048,"展開パターンに“*”以外の値を入力して下さい。"
AA34049,"手配先コードが”*”の場合、展開区分に２：払出先別管理部品は指定できません。"
AA34050,"取引先品目番号の変更が破棄されますがよろしいですか？"
AA34051,"取引先コードは工場間・会社間取引データに存在するため、削除できません。"
AA34052,"取引先コードは既に[手配先情報]に存在するため、削除できません。"
AA34053,"指定した品目は払出先別オーダリング対象外です。"
AA34054,"コピー元工場が工場に未登録です。"
AA34055,"コピー先工場が工場に未登録です。"
AA34056,"コピー元品目番号が品目に未登録です。"
AA34057,"コピー先品目番号が品目に未登録です。"
AA34058,"工場間取引定義が存在するので削除できません。"
AA34059,"手配先情報が存在するので削除できません。"
AA34060,"所要量が存在するので削除できません。"
AA34061,"製番計画が存在するので削除できません。"
AA34066,"置換先品目が製番品目の場合、置換元親構成は自社のデータのみ選択可能です。"
AA34073,"分割優先順位は0より大きい値を指定してください。"
AA34074,"最小手配数量は0より大きい値を指定してください。"
AA34075,"最小手配数量は最大ロットサイズより小さい値を指定してください。"
AA34077,"同一期間内で同じ分割優先順位は登録できません。"
AA34078,"手配先工場コードが工場に存在しません。"
AA34079,"手配先取引先コードが取引先に存在しません。"
AA34080,"同一期間内で同じ手配先工場コードは登録できません。"
AA34081,"同一期間内で同じ手配先取引先コードは登録できません。"
AA34082,"受発注区分が工場間または会社間の場合、工場間取引定義を登録してください。"
AA34083,"出来高実績の品目の為、作業区分に2：物流は指定できません。"
AA34084,"親品目と子品目の会社が違う場合、製番構成は登録できません。"
AA34085,"会社別業務グループが存在しません。"
AA34086,"内外作区分が1：内作の場合、作業区分が3：対象外は選択できません。"
AA34087,"内外作区分が2：外作の場合、受発注区分が4：受発注でないは選択できません。"
AA34088,"工数管理品目の為、作業区分に2：物流は指定できません。"
AA34094,"整数管理品目の場合、まるめ単位には0より大きい値を指定してください。"
AA34095,"同一期間内で同じ手配先コードは登録できません。"
AA34096,"オーダ情報に存在する手配先情報を削除しました。"
AA34097,"他工場の品目の為、メンテナンスできません。"
AA34098,"他会社の品目の為、メンテナンスできません。"
AB34001,"品目別払出元保管区又は、品目別共通保管区が存在しません。"
AB34002,"手配先工場コード又は、手配先取引先コードのどちらかを入力してください。"
AB34003,"取引先が存在しません。"
AB34004,"手配先情報が存在しません。"
AB34005,"計画日が非稼働日です。"
AB34006,"まるめ単位の倍数ではない計画値で登録されました。"
AB34007,"最大ロットサイズを超えたオーダ数が入力されました。"
AC34001,"所要量計算対象の保管区が存在しません。"
AC34002,"Witleafトランザクション情報取込を開始しました。"
AC34003,"Witleafトランザクション情報取込を終了しました。"
AC34004,"Witleafトランザクション情報取込が異常終了しました。"
AC34005,"保管区別品目在庫の読み込みに失敗しました。"
AC34006,"witleaf手持在庫情報のオープンに失敗しました。"
AC34007,"所要量（手配済デマンド）の読み込みに失敗しました。"
AC34008,"Witleaf手配済デマンド情報のオープンに失敗しました。"
AC34009,"所要量（計画オーダ）の読み込みに失敗しました。"
AC34010,"Witleaf計画オーダ情報のオープンに失敗しました。"
AC34011,"所要量（手配済オーダ）の読み込みに失敗しました。"
AC34012,"Witleaf手配済オーダ情報のオープンに失敗しました。"
AC34013,"Witleafマスタ情報取込を開始しました"
AC34014,"Witleafマスタ情報取込を終了しました。"
AC34015,"Witleafマスタ情報取込が異常終了しました。"
AC34016,"工場別品目の読み込みに失敗しました。"
AC34017,"Witleaf品目情報のオープンに失敗しました。"
AC34018,"マルチプラント製品構成の読み込みに失敗しました。"
AC34019,"Witleaf構成情報のオープンに失敗しました。"
AC34020,"手配先情報の読み込みに失敗しました。"
AC34021,"Witleaf手配先情報のオープンに失敗しました。"
AC34022,"手配先別展開情報の読み込みに失敗しました。"
AC34023,"Witleaf展開パターン情報のオープンに失敗しました。"
AC34024,"払出先別オーダリング要素の読み込みに失敗しました。"
AC34025,"Witleaf払出先別オーダリング要素情報のオープンに失敗しました。"
AC34026,"カレンダ週開始曜日情報の読み込みに失敗しました。"
AC34027,"Witleafカレンダ週開始情報のオープンに失敗しました。"
AC34028,"カレンダ明細の読み込みに失敗しました。"
AC34029,"Witleafカレンダ情報のオープンに失敗しました。"
AC34030,"シフト情報の読み込みに失敗しました。"
AC34031,"Witleafシフト情報のオープンに失敗しました。"
AC34032,"標準シフトの読み込みに失敗しました。"
AC34033,"Witleaf標準シフト情報のオープンに失敗しました。"
AC34034,"特定シフトの読み込みに失敗しました。"
AC34035,"Witleaf特定シフト情報のオープンに失敗しました。"
AC34036,"対象工場を選択してください"
AC34037,"対象工場は１５工場以下にしてください。"
AC34038,"対象工場は１工場にしてください。"
AC34039,"製番を指定してください。"
AC34040,"下位確定デマンド展開処理の対象工場を指定してください。"
AC34041,"Witleaf結果反映処理を開始しました。"
AC34042,"Witleaf結果反映処理を終了しました。"
AC34043,"Witleaf結果反映処理が異常終了しました。"
AC34044,"ワークオーダ（計画オーダ登録用）の読み込みに失敗しました。"
AC34045,"手配先が設定されていません。"
AC34046,"ワークデマンドの読み込みに失敗しました。"
AC34047,"ワークオーダ（手配済オーダ更新用）の読み込みに失敗しました。"
AC34048,"所要量（アラーム情報登録用）の読み込みに失敗しました。"
AC34049,"欠品アラームの読み込みに失敗しました。"
AC34050,"Witleafメッセージ（部品構築）のオープンに失敗しました。"
AC34051,"Witleafメッセージ（手配先構築）のオープンに失敗しました。"
AC34052,"Witleafメッセージ（ＭＲＰ情報）のオープンに失敗しました。"
AC34053,"Witleaf実行中です。"
AC34054,"Witleaf実行バッチを開始しました。"
AC34055,"Witleaf実行バッチを終了しました。"
AC34056,"Witleaf実行バッチが異常終了しました。"
AC34057,"処理を選択してください。"
AC34058,"得意先と取引先の通貨が不一致です。"
AC34059,"Explanner/J環境では実行できません。"
AC34060,"工場間受注データ作成処理を開始しました。"
AC34061,"工場間受注データ作成処理を終了しました。"
AC34062,"工場間受注データ作成処理が異常終了しました。"
AC34063,"処理件数"
AC34064,"既定値設定確認有無フラグの取得に失敗しました。"
AC34065,"指定納期（時刻）の既定値が取得できません。"
AC34066,"受入保管区コードか設定されていません。"
AC34067,"得意先品目から取得した社内品目番号と生産品目番号が一致しません。"
AC34068,"無償支給品に単価が設定されています。"
AC34069,"指定納期（時刻）に既定時刻を設定しました。"
AC34070,"内示管理番号の採番に失敗しました。"
AC34071,"受注管理番号の採番に失敗しました。"
AC34072,"納品場所から値を取得できません。"
AC34073,"最終納品場所コードの取得に失敗しました。"
AC34074,"社内品目番号取得に失敗しました。"
AC34075,"出荷予定日取得に失敗しました。"
AC34076,"納品管理が存在しません。"
AC34077,"納品管理情報取得に失敗しました。"
AC34078,"運送便コードが取得できません。"
AC34079,"邦貨換算に失敗しました。"
AC34080,"業務日付の取得に失敗しました。"
AC34081,"内示受注作成の形式が不正です。"
AC34082,"確定受注作成の形式が不正です。"
AC34084,"指定した計画のデータがすでに存在します。"
AD34001,"パラメータ：シフト開始時刻の取得に失敗しました。"
AD34002,"パラメータ：シフト分割数の取得に失敗しました。"
AD34003,"他社の製番は指定できません。"
AD34004,"手配先情報が存在しません。"
AD34005,"製造納期が非稼働日で更新されました。"
AD34006,"製造着手日が非稼働日で更新されました。"
AD34007,"製造着手日がリードタイム計算されません。よろしいですか？"
AD34008,"製造着手日が非稼働日で登録されました。"
AD34009,"製造納期が非稼働日で登録されました。"
AD34010,"工場間搬送の実績は入力できません。"
AD34011,"工場間搬送の場合、外注工程は使用できません。"
AD34012,"保管区に工程保管場所は指定できません。"
AD34013,"他会社で取込まれた作業実績が存在します。{0｝"
AD34014,"品目別払出元保管区又は、品目別共通保管区が存在しません。"
AD34015,"取引先が存在しません。"
AD34016,"作業区分が2：物流の場合、内外作区分に2：外作は指定できません。"
AD34017,"受発注区分が2：工場間または3：会社間の手配先には変更できません。"
AD34018,"witleaf実行(下位確定デマンド展開処理)が未実行の為、指示確定できません。"
AD34019,"系列別製造納期が非稼働日で更新されました"
AD34020,"系列別着手日が非稼働日で更新されました。"
AD34021,"系列別製造納期が非稼働日で登録されました。"
AD34022,"系列別着手日が非稼働日で登録されました。"
AD34023,"最大ロットサイズを超えた作業指示数が入力されました。"
AD34024,"品目別作業状態区分が２（指示済）の場合、作業指示数は変更できません。"
AE34001,"処理を選択してください。"
AE34002,"得意先と取引先の通貨が不一致です。"
AE34003,"Explanner/J環境では実行できません。"
AE34004,"工場間受注データ作成処理を開始しました。"
AE34005,"工場間受注データ作成処理を終了しました。"
AE34006,"工場間受注データ作成処理が異常終了しました。"
AE34007,"処理件数"
AE34008,"既に同一キーデータが存在します。"
AE34009,"得意先指定納品場所が取得できませんでした。"
AE34010,"納品場所から値を取得できません。"
AE34011,"最終納品場所コードの取得に失敗しました。"
AE34012,"社内品目番号取得に失敗しました。"
AE34013,"出荷予定日取得に失敗しました。"
AE34014,"納品管理が存在しません。"
AE34015,"納品管理情報取得に失敗しました。"
AE34016,"運送便コードが取得できません。"
AE34017,"邦貨換算に失敗しました。"
AE34018,"業務日付の取得に失敗しました。"
AE34019,"既定値設定確認有無フラグの取得に失敗しました。"
AE34020,"指定納期（時刻）の既定値が取得できません。"
AE34021,"指定納期（時刻）に既定時刻を設定しました。"
AE34022,"内示管理番号の採番に失敗しました。"
AE34023,"受注管理番号の採番に失敗しました。"
AE34024,"無償受給品で単価が入力されています。よろしいですか？"
AE34025,"手配先情報が存在しません。"
AE34026,"所要量計算対象の保管区が存在します。"
AE34027,"品目別払出元保管区又は、品目別共通保管区が存在しません。"
AE34028,"工場間受発注もしくは会社間受発注の発注情報です。"
AE34029,"受入場所に工程保管場所は指定できません。"
AE34030,"工場別品目が存在しません。"
AE34031,"無償受給品で単価が入力されています。"
AE34032,"他会社で取込まれた受入実績が存在します。{0｝"
AE34033,"無償支給品に単価が設定されています。"
AE34034,"発注予定日がリードタイム計算されません。よろしいですか？"
AE34035,"発注納期が非稼働日で更新されました。"
AE34036,"発注予定日が非稼働日で更新されました。"
AE34037,"受入場所が払出オーダリング対象保管区に指定されてます。"
AE34038,"発注予定日が非稼働日で登録されました。"
AE34039,"発注納期が非稼働日で登録されました。"
AE34040,"受入保管区コードか設定されていません。"
AE34041,"得意先品目から取得した社内品目番号と生産品目番号が一致しません。"
AE34042,"他社の製品構成は表示できません。"
AE34043,"出庫先保管区コードには、出庫先工場の保管区を指定してください。"
AE34044,"指定された製番が所要量に存在しません。"
AE34045,"witleaf実行（下位確定デマンド展開処理）が未実行の為、発注データは処理されません"
AE34048,"入力された返品元工場コード、取引先コードの取引先保管区が定義されていません。"
AE34049,"作業区分が2：物流の手配先には変更できません。"
AE34050,"最大ロットサイズを超えた発注数が入力されました。"
AF34001,"出庫先保管区コードの工場が出庫先工場コードと異なります。"
AF34002,"他の工場の保管区から出庫をしました。"
AF34003,"出庫元保管区の工場コードが、出庫指示の工場コードと異なります。"
AF34004,"戻入元保管区コードには出庫元工場の保管区を指定してください。"
AF34005,"出庫先工場の工場別品目マスタに、品目番号が登録されていません。"
AF34006,"出庫元工場の品目と、出庫先工場の品目で、品目手配区分が一致しません。"
AF34007,"出庫元工場の品目と、出庫先工場の品目で、ロット管理フラグが一致しません。"
AG34001,"製番品は払出別オーダリング対象ではありません。"
AG34002,"親工場が存在しません。"
AG34003,"子工場が存在しません。"
AG34004,"親品目が存在しません。"
AG34005,"子品目が存在しません。"
AG34006,"振替元保管区に他工場の保管区は指定できません。"
AG34007,"振替先保管区に他工場の保管区は指定できません。"
AG34008,"品目工場コードが存在しません。"
AL34001,"1日あたりの作業時間が取得できません。"
AL34002,"レベル番号更新処理を開始しました。"
AL34003,"レベル番号更新処理を終了しました。"
AL34004,"レベル番号更新処理が異常終了しました。"
AP34001,"工場間搬送対象データではありません。"
AP34002,"搬送指示数を超えています。よろしいですか？"
AP34003,"搬送指示数を下回っています。完了してよろしいですか？"
AP34004,"受入日に過去日が設定されています。よろしいですか？"
AP34005,"不良理由コードが未入力です。"
AP34006,"不良理由の不良数が不良数を超えています。"
AP34007,"不良理由の不良数が不良数未満です。よろしいですか？"
AP34008,"受入日の時刻は3桁もしくは4桁の数値を指定してください。"
AP34009,"受入日の時刻が不正です。"
AP34011,"搬送品を一括更新しました。（正常 {0}件、エラー {1}件）"
AP34012,"受入が完了しました。登録・更新を行いたい場合は完了解除を行ってください。"
AP34013,"他工場の工場間搬送受入は入力できません。"
AP34014,"出庫予定日の時刻を設定する場合は、3桁もしくは4桁の数字で指定してください。"
AP34015,"出庫予定日の時刻が不正です。"
AP34016,"更新搬送数量が未入力です。"
AP34017,"搬送引落日の時刻が不正です。"
AP34018,"搬送引落日の時刻は3桁もしくは4桁の数値を指定してください。"
AP34019,"他会社の製番は入力できません。"
AP34020,"出庫先保管区コードに積送在庫保管区以外は指定できません。"
AP34021,"出庫先保管区コードに出庫先工場コード以外の保管区は指定できません。"
AP34022,"搬送指示伝票データが存在しません。"
KA34001,"得意先情報が工場間取引定義情報に利用されているため削除できません。"
KQ34001,"生産工場コードと、集結場所の工場コードが一致しません。"
KQ34002,"販売管理用工場の会社コードが、ログインユーザの所属会社コードと一致していません。"
KQ34003,"生産工場コードと集結場所の工場コードが一致しない為、登録できません。"
KQ34004,"確定IF管理番号の採番に失敗しました。"
KU34001,"他工場の出荷倉庫コードへは変更できません。"
KU34002,"工場間受注の場合、製番の変更はできません。"
KU34003,"他社の製番は指定できません。"
KU34004,"得意先かんばんと異なる受注の登録はできません"
AE32605,"発注納期が生産計画の製番納期より過去になっています。"
AD32218,"系列別製造納期が生産計画の製番納期より過去になっています。"
AD32219,"品目別製造納期が生産計画の製番納期より過去になっています。"
BC00025,"残高明細が存在しませんが、締日変更いたしました。"
GD00403,"その他部門の賃率が賃率マスタに設定されました。"
GD00404,"作業工程の部門とその他部門の賃率が賃率マスタに設定されていません。"
BA00102,"振込元口座名称（ＦＢ）に不正な文字が設定されています。"
BA00103,"期日振込元口座名称（ＦＢ）に不正な文字が設定されています。"
BA00104,"{0}に{1}以外の値は設定できません。"
BA00105,"{0}に０以下の値は設定できません。"
BA00106,"{0}が整数ではありません。"
AF00178,"出庫実績数を超えて戻入することはできません。"
AG00014,"{0}は他の工場のデータなので指定できません。"
AE00201,"作業完了フラグが0完了ですが、良品数、不良数または各作業時間が登録されています。"
AE00202,"良品数、不良数、各作業時間を0とする場合作業完了フラグが0完了を設定してください。"
AE00177,"実際原価の締めが完了している日付では完了解除できません。"
AB00055,"引当先製番{0}が発効済ですから、再計算対象に更新できません。"
CA00151,"支給単価の取引先に指定があるため更新できません。"
CA00152,"購入単価ヘッダの取引先に指定があるため更新できません。"
CA00153,"外注単価ヘッダの取引先に指定があるため更新できません。"
CA00154,"保管区の取引先に指定があるため更新できません。"
CA00155,"発注残の取引先に指定があるため更新できません。"
CA00156,"作業系列別仕掛の取引先に指定があるため更新できません。"
CA00157,"作業系列の取引先に指定があるため更新できません。"
CA00158,"積送在庫の取引先に指定があるため更新できません。"
CA00159,"出庫指示の取引先に指定があるため更新できません。"
CA00160,"買掛金残高の取引先に指定があるため更新できません。"
CA00161,"買掛金残高明細の取引先に指定があるため更新できません。"
CA00162,"買掛金元帳ヘッダの取引先に指定があるため更新できません。"
CA00163,"買掛金トランヘッダの取引先に指定があるため更新できません。"
CA00164,"支払の取引先に指定があるため更新できません。"
CA00165,"支払集計の取引先に指定があるため更新できません。"
CA00166,"購入返品実績の取引先に指定があるため更新できません。"
CA00167,"製品の得意先に指定があるため更新できません。"
CA00168,"製品単価の得意先に指定があるため更新できません。"
CA00169,"得意先納品場所の得意先に指定があるため更新できません。"
CA00170,"販売所要計画の得意先に指定があるため更新できません。"
CA00171,"受注ヘッダの得意先に指定があるため更新できません。"
CA00172,"出荷指示の得意先に指定があるため更新できません。"
CA00173,"出荷実績の得意先に指定があるため更新できません。"
CA00174,"売上実績の得意先に指定があるため更新できません。"
CA00175,"請求条件の得意先に指定があるため更新できません。"
CA00176,"売掛金トランヘッダの得意先に指定があるため更新できません。"
CA00177,"売掛金元帳ヘッダの得意先に指定があるため更新できません。"
CA00178,"売掛金残高の得意先に指定があるため更新できません。"
CA00179,"残高明細の得意先に指定があるため更新できません。"
CA00180,"入金元帳ヘッダの得意先に指定があるため更新できません。"
CA00181,"入金トランヘッダの得意先に指定があるため更新できません。"
CA00182,"製品の得意先に指定があるため削除できません。"
CA00183,"製品単価の得意先に指定があるため削除できません。"
CA00184,"得意先納品場所の得意先に指定があるため削除できません。"
CA00185,"販売所要計画の得意先に指定があるため削除できません。"
CA00186,"受注ヘッダの得意先に指定があるため削除できません。"
CA00187,"出荷指示の得意先に指定があるため削除できません。"
CA00188,"出荷実績の得意先に指定があるため削除できません。"
CA00189,"売上実績の得意先に指定があるため削除できません。"
CA00190,"請求条件の得意先に指定があるため削除できません。"
CA00191,"売掛金残高の得意先に指定があるため削除できません。"
CA00192,"残高明細の得意先に指定があるため削除できません。"
CA00193,"入金元帳ヘッダの得意先に指定があるため削除できません。"
CA00194,"入金トランヘッダの得意先に指定があるため削除できません。"
CA00195,"得意先情報が納品場所に利用されているため更新できません。"
CA00196,"得意先情報が得意先指定納品場所に利用されているため更新できません。"
